transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,unit_price,product_category,product_type
1748,03/17/2023,,2,,Amsterdam,4.5,Chocolate,Hot chocolate
1749,03/16/2023,19:59:22,2,2,Utrecht,3.15,Tea,Green tea
1750,03/16/2023,08:29:30,3,3,Breda,3.25,Tea,Chai tea
1751,03/19/2023,09:42:28,3,,Utrecht,6.3,Coffee,Organic blended coffee
1752,03/16/2023,13:42:25,1,2,Utrecht,3.5,Tea,Herbal tea
1753,03/19/2023,11:07:20,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
1754,03/19/2023,11:57:33,2,2,Utrecht,3.0,Tea,Black tea
1755,03/18/2023,08:39:58,2,2,Utrecht,3.15,Tea,Green tea
1756,03/17/2023,15:18:07,1,2,Utrecht,3.15,Tea,Green tea
1757,03/18/2023,07:02:51,2,1,Amsterdam,3.5,Bakery,Pie
1758,03/15/2023,09:47:42,1,1,Amsterdam,2.0,Coffee,Black coffee
1759,03/14/2023,10:31:23,3,1,Amsterdam,3.0,Bakery,Scone
1760,03/14/2023,08:07:13,2,2,Utrecht,2.0,Coffee,Black coffee
1761,03/17/2023,17:29:20,1,2,Utrecht,3.0,Tea,Black tea
1762,03/19/2023,14:35:14,4,2,Utrecht,3.5,Bakery,Pie
1763,03/15/2023,14:07:30,1,2,Utrecht,3.5,Coffee,Milk coffee
1764,03/19/2023,08:31:29,3,3,Breda,3.75,Bakery,Sandwich
1765,03/19/2023,12:02:01,1,3,Breda,3.15,Tea,Green tea
1766,03/19/2023,08:48:37,4,2,Utrecht,3.15,Tea,Green tea
1767,03/19/2023,06:20:59,1,2,Utrecht,3.0,Tea,Black tea
1768,03/19/2023,11:10:25,1,2,Utrecht,3.5,Bakery,Pie
1769,03/18/2023,18:04:54,3,1,Amsterdam,3.15,Tea,Green tea
1770,03/15/2023,08:16:38,6,1,Amsterdam,4.5,Chocolate,Hot chocolate
1771,03/18/2023,16:35:09,1,1,Amsterdam,3.75,Bakery,Sandwich
1772,03/16/2023,17:40:46,1,3,Breda,3.5,Tea,Herbal tea
1773,03/15/2023,17:35:53,1,2,Utrecht,3.75,Bakery,Sandwich
1774,03/15/2023,17:19:53,2,3,Breda,3.5,Tea,Herbal tea
1775,03/18/2023,06:44:22,1,1,Amsterdam,3.5,Tea,Herbal tea
1776,03/16/2023,10:55:51,1,3,Breda,6.3,Coffee,Organic blended coffee
1777,03/19/2023,17:41:06,4,1,Amsterdam,4.5,Chocolate,Hot chocolate
1778,03/17/2023,09:45:36,1,2,Utrecht,4.25,Coffee,Syrup coffee
1779,03/13/2023,19:56:20,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1780,03/16/2023,11:23:30,2,3,Breda,3.0,Tea,Black tea
1781,03/14/2023,08:10:17,1,3,Breda,3.5,Bakery,Pie
1782,03/16/2023,09:19:14,1,3,Breda,3.25,Tea,Chai tea
1783,03/18/2023,11:22:55,1,2,Utrecht,3.75,Bakery,Sandwich
1784,03/13/2023,08:26:10,1,1,Amsterdam,4.25,Coffee,Syrup coffee
1785,03/17/2023,18:31:18,2,1,Amsterdam,3.5,Coffee,Milk coffee
1786,03/17/2023,10:48:57,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1787,03/19/2023,09:59:34,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1788,03/18/2023,10:22:17,2,3,Breda,3.15,Tea,Green tea
1789,03/17/2023,14:21:23,5,2,Utrecht,6.3,Coffee,Organic blended coffee
1790,03/16/2023,08:43:48,2,1,Amsterdam,3.0,Bakery,Scone
1791,03/15/2023,15:03:15,5,3,Breda,3.75,Bakery,Sandwich
1792,03/15/2023,14:41:22,2,3,Breda,3.15,Tea,Green tea
1793,03/19/2023,16:56:09,2,2,Utrecht,3.25,Tea,Chai tea
1794,03/15/2023,17:21:46,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1795,03/15/2023,09:41:38,4,2,Utrecht,4.5,Chocolate,Hot chocolate
1796,03/17/2023,09:53:47,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1797,03/19/2023,14:38:36,2,1,Amsterdam,2.0,Coffee,Black coffee
1798,03/16/2023,12:46:57,6,1,Amsterdam,6.3,Coffee,Organic blended coffee
1799,03/19/2023,11:15:08,2,3,Breda,3.75,Bakery,Sandwich
1800,03/13/2023,18:45:05,2,3,Breda,2.0,Coffee,Black coffee
1801,03/18/2023,19:23:45,2,3,Breda,6.3,Coffee,Organic blended coffee
1802,03/15/2023,13:44:07,6,1,Amsterdam,3.15,Tea,Green tea
1803,03/15/2023,08:31:50,3,2,Utrecht,3.0,Bakery,Scone
1804,03/17/2023,08:04:23,3,2,Utrecht,3.75,Bakery,Sandwich
1805,03/17/2023,10:32:22,2,2,Utrecht,3.75,Bakery,Sandwich
1806,03/17/2023,10:36:11,1,3,Breda,2.0,Coffee,Black coffee
1807,03/15/2023,18:53:16,1,2,Utrecht,3.75,Bakery,Sandwich
1808,03/18/2023,10:30:27,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1809,03/13/2023,10:54:14,2,2,Utrecht,3.5,Tea,Herbal tea
1810,03/15/2023,09:51:59,2,1,Amsterdam,3.5,Coffee,Milk coffee
1811,03/16/2023,15:13:04,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1812,03/17/2023,07:33:43,1,3,Breda,2.0,Coffee,Black coffee
1813,03/18/2023,09:52:05,1,2,Utrecht,2.0,Coffee,Black coffee
1814,03/16/2023,09:05:16,4,3,Breda,3.25,Tea,Chai tea
1815,03/19/2023,16:54:51,4,3,Breda,3.15,Tea,Green tea
1816,03/17/2023,08:18:10,2,2,Utrecht,3.5,Bakery,Pie
1817,03/19/2023,08:07:14,3,1,Amsterdam,4.5,Chocolate,Hot chocolate
1818,03/17/2023,06:19:22,3,1,Amsterdam,4.5,Chocolate,Hot chocolate
1819,03/17/2023,,6,2,Utrecht,3.25,Tea,Chai tea
1820,03/13/2023,17:31:45,1,3,Breda,4.5,Chocolate,Hot chocolate
1821,03/13/2023,09:00:37,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1822,03/17/2023,08:59:47,2,3,Breda,6.3,Coffee,Organic blended coffee
1823,03/17/2023,15:34:39,1,3,Breda,4.5,Chocolate,Hot chocolate
1824,03/15/2023,17:36:22,2,1,Amsterdam,4.25,Coffee,Syrup coffee
1825,03/18/2023,17:35:07,3,2,Utrecht,3.0,Tea,Black tea
1826,03/19/2023,08:08:35,1,2,Utrecht,3.15,Tea,Green tea
1827,03/13/2023,10:57:11,1,2,Utrecht,3.5,Bakery,Pie
1828,03/17/2023,12:07:22,1,1,Amsterdam,3.75,Bakery,Sandwich
1829,03/19/2023,08:50:46,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
1830,03/13/2023,08:57:03,1,3,Breda,3.25,Tea,Chai tea
1831,03/17/2023,16:12:47,4,2,Utrecht,4.25,Coffee,Syrup coffee
1832,03/13/2023,11:48:40,6,2,Utrecht,4.25,Coffee,Syrup coffee
1833,03/16/2023,12:03:11,4,3,Breda,6.3,Coffee,Organic blended coffee
1834,03/17/2023,16:17:03,2,2,Utrecht,2.0,Coffee,Black coffee
1835,03/17/2023,13:10:07,1,3,Breda,3.0,Tea,Black tea
1836,03/18/2023,10:04:09,2,3,Breda,4.5,Chocolate,Hot chocolate
1837,03/14/2023,10:33:02,3,2,Utrecht,3.25,Tea,Chai tea
1838,03/16/2023,11:31:23,1,3,Breda,3.25,Tea,Chai tea
1839,03/14/2023,15:26:42,2,3,Breda,3.5,Coffee,Milk coffee
1840,03/18/2023,09:35:41,2,3,Breda,2.0,Coffee,Black coffee
1841,03/16/2023,10:41:02,1,3,Breda,3.0,Tea,Black tea
1842,03/17/2023,17:46:35,2,2,Utrecht,3.15,Tea,Green tea
1843,03/13/2023,12:43:28,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1844,03/15/2023,15:07:18,2,3,Breda,4.5,Chocolate,Hot chocolate
1845,03/17/2023,09:20:43,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1846,03/17/2023,18:24:03,2,3,Breda,3.25,Tea,Chai tea
1847,03/15/2023,18:21:52,2,2,Utrecht,3.5,Coffee,Milk coffee
1848,03/13/2023,11:41:14,2,1,Amsterdam,6.3,Coffee,Organic blended coffee
1849,03/17/2023,11:45:29,4,2,Utrecht,3.25,Tea,Chai tea
1850,03/13/2023,09:31:44,1,1,Amsterdam,6.3,Coffee,Organic blended coffee
1851,03/17/2023,15:01:30,1,3,Breda,4.5,Chocolate,Hot chocolate
1852,03/18/2023,14:14:06,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1853,03/19/2023,11:27:00,4,1,Amsterdam,4.5,Chocolate,Hot chocolate
1854,03/19/2023,17:26:18,3,3,Breda,3.0,Bakery,Scone
1855,03/14/2023,08:44:17,1,1,Amsterdam,2.0,Coffee,Black coffee
1856,03/14/2023,07:13:40,1,1,Amsterdam,6.3,Coffee,Organic blended coffee
1857,03/18/2023,14:59:28,3,1,Amsterdam,2.0,Coffee,Black coffee
1858,03/15/2023,10:45:23,1,3,Breda,4.5,Chocolate,Hot chocolate
1859,03/18/2023,11:32:06,2,2,Utrecht,3.5,Coffee,Milk coffee
1860,03/15/2023,10:21:32,2,3,Breda,3.0,Tea,Black tea
1861,03/13/2023,15:01:27,2,2,Utrecht,3.25,Tea,Chai tea
1862,03/16/2023,18:12:47,1,1,Amsterdam,3.5,Coffee,Milk coffee
1863,03/19/2023,13:44:59,2,3,Breda,2.0,Coffee,Black coffee
1864,03/18/2023,16:28:20,2,1,Amsterdam,3.25,Tea,Chai tea
1865,03/18/2023,13:36:27,2,3,Breda,6.3,Coffee,Organic blended coffee
1866,03/14/2023,11:47:53,2,2,Utrecht,3.5,Tea,Herbal tea
1867,03/19/2023,15:10:48,2,2,Utrecht,2.0,Coffee,Black coffee
1868,03/18/2023,10:55:07,1,3,Breda,4.25,Coffee,Syrup coffee
1869,03/18/2023,07:25:10,3,1,Amsterdam,3.0,Bakery,Scone
1870,03/15/2023,14:06:34,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
1871,03/14/2023,09:05:11,1,1,Amsterdam,2.0,Coffee,Black coffee
1872,03/13/2023,16:56:43,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1873,03/17/2023,06:06:27,2,3,Breda,3.75,Bakery,Sandwich
1874,03/16/2023,08:43:16,2,2,Utrecht,3.75,Bakery,Sandwich
1875,03/14/2023,11:41:04,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1876,03/19/2023,16:54:39,2,3,Breda,3.5,Tea,Herbal tea
1877,03/16/2023,10:18:49,2,2,Utrecht,3.5,Coffee,Milk coffee
1878,03/15/2023,13:09:21,2,2,Utrecht,6.3,Coffee,Organic blended coffee
1879,03/15/2023,11:18:11,1,1,Amsterdam,3.5,Coffee,Milk coffee
1880,03/17/2023,16:11:11,2,2,Utrecht,6.3,Coffee,Organic blended coffee
1881,03/16/2023,16:55:49,2,2,Utrecht,6.3,Coffee,Organic blended coffee
1882,03/18/2023,15:59:25,2,2,Utrecht,3.5,Coffee,Milk coffee
1883,03/16/2023,07:16:41,1,2,Utrecht,3.0,Bakery,Scone
1884,03/17/2023,11:03:24,1,2,Utrecht,3.0,Tea,Black tea
1885,03/19/2023,10:52:23,1,2,Utrecht,6.3,Coffee,Organic blended coffee
1886,03/15/2023,15:27:15,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1887,03/17/2023,17:49:26,4,1,Amsterdam,3.0,Tea,Black tea
1888,03/13/2023,19:59:46,4,2,Utrecht,4.25,Coffee,Syrup coffee
1889,03/17/2023,08:40:40,1,1,Amsterdam,3.75,Bakery,Sandwich
1890,03/14/2023,09:13:38,6,1,Amsterdam,4.5,Chocolate,Hot chocolate
1891,03/18/2023,08:20:05,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1892,03/16/2023,08:51:23,1,2,Utrecht,3.0,Bakery,Scone
1893,03/18/2023,10:14:54,1,3,Breda,3.5,Bakery,Pie
1894,03/13/2023,11:12:33,2,3,Breda,3.75,Bakery,Sandwich
1895,03/18/2023,16:19:03,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1896,03/19/2023,10:28:39,5,2,Utrecht,4.5,Chocolate,Hot chocolate
1897,03/14/2023,06:39:47,2,2,Utrecht,2.0,Coffee,Black coffee
1898,03/19/2023,16:13:44,4,2,Utrecht,3.0,Tea,Black tea
1899,03/16/2023,19:55:18,1,2,Utrecht,3.0,Bakery,Scone
1900,03/17/2023,08:09:53,1,2,Utrecht,3.25,Tea,Chai tea
1901,03/18/2023,11:44:24,2,1,Amsterdam,3.0,Bakery,Scone
1902,03/18/2023,19:26:36,1,3,Breda,3.5,Coffee,Milk coffee
1903,03/19/2023,15:34:10,1,2,Utrecht,3.75,Bakery,Sandwich
1904,03/19/2023,08:26:20,1,2,Utrecht,3.25,Tea,Chai tea
1905,03/18/2023,19:35:21,2,1,Amsterdam,3.0,Bakery,Scone
1906,03/17/2023,18:14:20,1,3,Breda,4.5,Chocolate,Hot chocolate
1907,03/15/2023,08:01:50,2,2,Utrecht,3.5,Tea,Herbal tea
1908,03/18/2023,18:54:08,2,2,Utrecht,3.5,Bakery,Pie
1909,03/15/2023,16:42:54,4,2,Utrecht,3.0,Tea,Black tea
1910,03/15/2023,,1,3,Breda,3.0,Bakery,Scone
1911,03/17/2023,08:35:12,1,2,Utrecht,2.0,Coffee,Black coffee
1912,03/17/2023,11:03:55,5,1,Amsterdam,3.15,Tea,Green tea
1913,03/13/2023,11:18:38,2,2,Utrecht,4.25,Coffee,Syrup coffee
1914,03/19/2023,12:09:02,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
1915,03/19/2023,19:24:45,5,3,Breda,3.5,Coffee,Milk coffee
1916,03/15/2023,10:09:35,4,3,Breda,6.3,Coffee,Organic blended coffee
1917,03/14/2023,09:31:19,2,2,Utrecht,3.0,Tea,Black tea
1918,03/13/2023,18:48:07,2,1,Amsterdam,3.15,Tea,Green tea
1919,03/15/2023,08:02:23,1,3,Breda,4.5,Chocolate,Hot chocolate
1920,03/13/2023,06:34:06,1,1,Amsterdam,3.0,Tea,Black tea
1921,03/18/2023,09:55:15,2,2,Utrecht,3.0,Bakery,Scone
1922,03/16/2023,17:18:01,1,1,Amsterdam,4.25,Coffee,Syrup coffee
1923,03/18/2023,10:29:08,2,3,Breda,4.25,Coffee,Syrup coffee
1924,03/16/2023,18:29:37,4,2,Utrecht,3.5,Tea,Herbal tea
1925,03/17/2023,07:10:24,1,1,Amsterdam,3.0,Bakery,Scone
1926,03/18/2023,07:04:02,2,3,Breda,3.0,Tea,Black tea
1927,03/19/2023,09:38:36,3,,Breda,4.5,Chocolate,Hot chocolate
1928,03/14/2023,14:10:02,2,1,Amsterdam,3.0,Bakery,Scone
1929,03/15/2023,08:17:24,1,3,Breda,4.25,Coffee,Syrup coffee
1930,03/14/2023,15:14:58,4,2,Utrecht,3.5,Tea,Herbal tea
1931,03/18/2023,14:22:45,4,1,Amsterdam,3.5,Bakery,Pie
1932,03/19/2023,15:57:40,1,3,Breda,3.15,Tea,Green tea
1933,03/15/2023,10:58:51,2,2,Utrecht,3.5,Tea,Herbal tea
1934,03/15/2023,09:07:20,2,1,Amsterdam,3.25,Tea,Chai tea
1935,03/17/2023,08:23:33,4,3,Breda,6.3,Coffee,Organic blended coffee
1936,03/19/2023,10:00:37,1,1,Amsterdam,3.5,Bakery,Pie
1937,03/16/2023,11:22:32,5,2,Utrecht,2.0,Coffee,Black coffee
1938,03/19/2023,07:23:16,3,3,Breda,4.5,Chocolate,Hot chocolate
1939,03/13/2023,10:12:52,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1940,03/19/2023,16:58:57,1,1,Amsterdam,3.5,Coffee,Milk coffee
1941,03/16/2023,08:31:21,2,2,Utrecht,3.75,Bakery,Sandwich
1942,03/18/2023,09:10:25,3,,Utrecht,4.5,Chocolate,Hot chocolate
1943,03/16/2023,15:53:38,2,2,Utrecht,2.0,Coffee,Black coffee
1944,03/19/2023,07:02:58,1,2,Utrecht,3.5,Tea,Herbal tea
1945,03/17/2023,11:51:33,1,2,Utrecht,3.15,Tea,Green tea
1946,03/14/2023,09:29:10,4,3,Breda,4.25,Coffee,Syrup coffee
1947,03/18/2023,14:06:17,2,3,Breda,2.0,Coffee,Black coffee
1948,03/14/2023,18:24:42,1,3,Breda,4.5,Chocolate,Hot chocolate
1949,03/16/2023,08:30:45,2,2,Utrecht,3.0,Tea,Black tea
1950,03/17/2023,12:27:19,3,1,Amsterdam,3.15,Tea,Green tea
1951,03/14/2023,17:11:01,1,2,Utrecht,3.25,Tea,Chai tea
1952,03/13/2023,18:36:59,2,2,Utrecht,3.15,Tea,Green tea
1953,03/14/2023,06:47:54,2,2,Utrecht,6.3,Coffee,Organic blended coffee
1954,03/13/2023,13:19:35,1,1,Amsterdam,6.3,Coffee,Organic blended coffee
1955,03/16/2023,09:16:42,1,3,Breda,4.5,Chocolate,Hot chocolate
1956,03/18/2023,10:48:10,2,3,Breda,3.5,Bakery,Pie
1957,03/15/2023,06:37:33,1,3,Breda,4.5,Chocolate,Hot chocolate
1958,03/15/2023,07:04:03,2,3,Breda,4.5,Chocolate,Hot chocolate
1959,03/17/2023,14:50:23,4,,Utrecht,3.0,Bakery,Scone
1960,03/17/2023,09:32:33,2,1,Amsterdam,3.5,Tea,Herbal tea
1961,03/17/2023,08:33:46,2,1,Amsterdam,6.3,Coffee,Organic blended coffee
1962,03/15/2023,10:32:26,1,1,Amsterdam,3.75,Bakery,Sandwich
1963,03/13/2023,14:11:59,3,3,Breda,3.75,Bakery,Sandwich
1964,03/19/2023,06:19:48,1,3,Breda,4.5,Chocolate,Hot chocolate
1965,03/19/2023,11:43:08,2,2,Utrecht,3.0,Bakery,Scone
1966,03/17/2023,18:20:16,2,2,Utrecht,3.0,Bakery,Scone
1967,03/18/2023,08:40:31,3,2,Utrecht,6.3,Coffee,Organic blended coffee
1968,03/13/2023,19:54:07,1,2,Utrecht,4.25,Coffee,Syrup coffee
1969,03/15/2023,15:49:27,1,3,Breda,4.5,Chocolate,Hot chocolate
1970,03/17/2023,06:37:47,4,3,Breda,3.5,Coffee,Milk coffee
1971,03/16/2023,10:12:34,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1972,03/13/2023,10:14:32,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1973,03/16/2023,11:17:49,1,1,Amsterdam,6.3,Coffee,Organic blended coffee
1974,03/14/2023,10:41:46,3,2,Utrecht,6.3,Coffee,Organic blended coffee
1975,03/18/2023,16:08:26,1,1,Amsterdam,3.0,Tea,Black tea
1976,03/16/2023,17:12:25,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1977,03/14/2023,08:08:32,2,2,Utrecht,3.25,Tea,Chai tea
1978,03/16/2023,10:22:34,1,3,Breda,4.5,Chocolate,Hot chocolate
1979,03/15/2023,14:21:11,2,1,Amsterdam,3.0,Tea,Black tea
1980,03/14/2023,17:27:02,1,2,Utrecht,4.5,Chocolate,Hot chocolate
1981,03/15/2023,17:33:08,2,2,Utrecht,6.3,Coffee,Organic blended coffee
1982,03/18/2023,17:56:55,1,2,Utrecht,3.5,Coffee,Milk coffee
1983,03/14/2023,18:38:07,2,3,Breda,3.25,Tea,Chai tea
1984,03/17/2023,08:24:45,2,3,Breda,3.5,Tea,Herbal tea
1985,03/15/2023,10:59:33,2,1,Amsterdam,3.0,Tea,Black tea
1986,03/15/2023,13:17:47,4,1,Amsterdam,3.5,Tea,Herbal tea
1987,03/14/2023,16:56:56,1,2,Utrecht,3.0,Bakery,Scone
1988,03/16/2023,11:58:43,5,2,Utrecht,3.15,Tea,Green tea
1989,03/16/2023,07:26:35,2,2,Utrecht,4.5,Chocolate,Hot chocolate
1990,03/15/2023,08:03:23,2,2,Utrecht,3.0,Bakery,Scone
1991,03/15/2023,10:06:39,2,2,Utrecht,3.75,Bakery,Sandwich
1992,03/19/2023,08:00:45,6,3,Breda,6.3,Coffee,Organic blended coffee
1993,03/15/2023,14:43:33,4,1,Amsterdam,3.25,Tea,Chai tea
1994,03/17/2023,13:31:17,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
1995,03/17/2023,17:44:37,1,1,Amsterdam,3.5,Bakery,Pie
1996,03/19/2023,16:08:45,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
1997,03/16/2023,13:38:26,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
1998,03/16/2023,,4,2,Utrecht,3.25,Tea,Chai tea
1999,03/19/2023,11:39:14,2,2,Utrecht,4.5,Chocolate,Hot chocolate
2000,03/19/2023,11:54:09,2,2,Utrecht,3.25,Tea,Chai tea
2001,03/15/2023,12:13:05,5,1,Amsterdam,3.75,Bakery,Sandwich
2002,03/18/2023,17:20:27,1,2,Utrecht,3.75,Bakery,Sandwich
2003,03/14/2023,10:33:11,1,2,Utrecht,6.3,Coffee,Organic blended coffee
2004,03/14/2023,08:25:18,2,2,Utrecht,2.0,Coffee,Black coffee
2005,03/17/2023,08:00:55,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
2006,03/17/2023,19:47:04,1,2,Utrecht,6.3,Coffee,Organic blended coffee
2007,03/18/2023,,2,2,Utrecht,4.5,Chocolate,Hot chocolate
2008,03/16/2023,13:29:22,2,1,Amsterdam,3.0,Bakery,Scone
2009,03/18/2023,15:35:53,4,3,Breda,6.3,Coffee,Organic blended coffee
2010,03/16/2023,06:35:30,2,3,Breda,6.3,Coffee,Organic blended coffee
2011,03/13/2023,11:31:43,6,1,Amsterdam,2.0,Coffee,Black coffee
2012,03/17/2023,06:17:03,1,2,Utrecht,4.5,Chocolate,Hot chocolate
2013,03/15/2023,08:09:43,3,3,Breda,3.0,Tea,Black tea
2014,03/16/2023,12:31:26,6,2,Utrecht,3.75,Bakery,Sandwich
2015,03/19/2023,16:47:31,3,3,Breda,6.3,Coffee,Organic blended coffee
2016,03/15/2023,08:23:44,4,1,Amsterdam,4.5,Chocolate,Hot chocolate
2017,03/17/2023,14:53:25,2,2,Utrecht,3.5,Bakery,Pie
2018,03/15/2023,10:42:51,2,3,Breda,3.5,Coffee,Milk coffee
2019,03/18/2023,14:36:34,1,1,Amsterdam,3.5,Coffee,Milk coffee
2020,03/19/2023,08:49:22,3,2,Utrecht,2.0,Coffee,Black coffee
2021,03/17/2023,19:35:35,1,2,Utrecht,3.0,Bakery,Scone
2022,03/14/2023,17:37:55,2,2,Utrecht,3.15,Tea,Green tea
2023,03/15/2023,13:11:17,1,2,Utrecht,3.5,Coffee,Milk coffee
2024,03/14/2023,15:08:10,2,3,Breda,3.0,Tea,Black tea
2025,03/13/2023,10:10:42,2,2,Utrecht,4.5,Chocolate,Hot chocolate
2026,03/19/2023,08:46:40,1,2,Utrecht,2.0,Coffee,Black coffee
2027,03/13/2023,14:34:04,2,3,Breda,6.3,Coffee,Organic blended coffee
2028,03/18/2023,18:32:19,2,3,Breda,4.5,Chocolate,Hot chocolate
2029,03/14/2023,14:53:47,4,3,Breda,3.5,Bakery,Pie
2030,03/19/2023,11:24:37,1,2,Utrecht,3.0,Bakery,Scone
2031,03/15/2023,10:49:07,2,1,Amsterdam,3.75,Bakery,Sandwich
2032,03/15/2023,16:49:30,2,2,Utrecht,2.0,Coffee,Black coffee
2033,03/18/2023,10:42:17,1,3,Breda,3.5,Bakery,Pie
2034,03/14/2023,18:39:03,1,2,Utrecht,4.5,Chocolate,Hot chocolate
2035,03/16/2023,08:10:52,1,3,Breda,3.5,Coffee,Milk coffee
2036,03/16/2023,16:56:01,1,3,Breda,4.5,Chocolate,Hot chocolate
2037,03/17/2023,11:48:56,2,1,Amsterdam,6.3,Coffee,Organic blended coffee
2038,03/16/2023,16:31:46,1,2,Utrecht,2.0,Coffee,Black coffee
2039,03/16/2023,12:32:45,2,2,Utrecht,4.5,Chocolate,Hot chocolate
2040,03/17/2023,12:51:45,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
2041,03/19/2023,17:45:17,2,3,Breda,3.15,Tea,Green tea
2042,03/16/2023,18:54:24,1,3,Breda,3.5,Coffee,Milk coffee
2043,03/16/2023,16:52:02,2,2,Utrecht,3.5,Bakery,Pie
2044,03/18/2023,13:32:19,1,3,Breda,3.5,Coffee,Milk coffee
2045,03/15/2023,06:30:11,2,2,Utrecht,3.5,Bakery,Pie
2046,03/13/2023,16:41:25,4,2,Utrecht,4.25,Coffee,Syrup coffee
2047,03/14/2023,11:03:47,2,2,Utrecht,4.5,Chocolate,Hot chocolate
2048,03/15/2023,06:18:26,5,,Amsterdam,6.3,Coffee,Organic blended coffee
2049,03/13/2023,08:18:45,1,3,Breda,3.5,Coffee,Milk coffee
2050,03/19/2023,17:14:16,1,2,Utrecht,3.0,Tea,Black tea
2051,03/18/2023,16:41:36,2,2,Utrecht,3.0,Bakery,Scone
2052,03/18/2023,13:42:02,4,2,Utrecht,3.25,Tea,Chai tea
2053,03/18/2023,14:05:03,2,1,Amsterdam,3.25,Tea,Chai tea
2054,03/15/2023,11:41:19,2,2,Utrecht,4.5,Chocolate,Hot chocolate
2055,03/13/2023,17:02:22,2,2,Utrecht,4.5,Chocolate,Hot chocolate
2056,03/15/2023,11:23:11,2,2,Utrecht,4.5,Chocolate,Hot chocolate
2057,03/14/2023,07:09:40,2,3,Breda,3.15,Tea,Green tea
2058,03/15/2023,09:40:25,2,2,Utrecht,4.5,Chocolate,Hot chocolate
2059,03/16/2023,14:13:17,1,2,Utrecht,3.5,Tea,Herbal tea
2060,03/17/2023,17:49:42,1,2,Utrecht,2.0,Coffee,Black coffee
2061,03/19/2023,09:34:48,5,1,Amsterdam,2.0,Coffee,Black coffee
2062,03/13/2023,16:04:59,2,2,Utrecht,3.75,Bakery,Sandwich
2063,03/14/2023,09:21:59,2,3,Breda,4.5,Chocolate,Hot chocolate
2064,03/15/2023,15:13:52,1,2,Utrecht,4.5,Chocolate,Hot chocolate
2065,03/19/2023,09:57:35,3,2,Utrecht,4.5,Chocolate,Hot chocolate
2066,03/15/2023,19:38:11,1,3,Breda,3.0,Tea,Black tea
2067,03/18/2023,14:30:21,2,2,Utrecht,3.5,Coffee,Milk coffee
2068,03/14/2023,10:01:35,4,1,Amsterdam,3.5,Bakery,Pie
2069,03/15/2023,11:05:23,3,1,Amsterdam,3.5,Tea,Herbal tea
2070,03/19/2023,11:37:00,5,2,Utrecht,2.0,Coffee,Black coffee
2071,03/16/2023,11:13:54,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
2072,03/19/2023,08:28:48,2,3,Breda,3.15,Tea,Green tea
2073,03/13/2023,09:47:06,2,3,Breda,3.15,Tea,Green tea
2074,03/15/2023,11:16:40,2,3,Breda,4.5,Chocolate,Hot chocolate
2075,03/16/2023,06:28:27,2,2,Utrecht,3.5,Bakery,Pie
2076,03/18/2023,08:17:00,3,2,Utrecht,3.0,Tea,Black tea
2077,03/15/2023,16:36:55,1,2,Utrecht,3.15,Tea,Green tea
2078,03/18/2023,08:04:01,2,1,Amsterdam,6.3,Coffee,Organic blended coffee
2079,03/16/2023,10:42:33,6,2,Utrecht,2.0,Coffee,Black coffee
2080,03/17/2023,16:12:54,1,2,Utrecht,3.15,Tea,Green tea
2081,03/18/2023,10:45:28,2,1,Amsterdam,4.25,Coffee,Syrup coffee
2082,03/19/2023,17:46:31,1,2,Utrecht,3.0,Tea,Black tea
2083,03/13/2023,09:24:02,1,3,Breda,3.5,Tea,Herbal tea
2084,03/17/2023,10:55:51,1,3,Breda,3.0,Tea,Black tea
2085,03/17/2023,17:32:11,1,2,Utrecht,3.5,Coffee,Milk coffee
2086,03/16/2023,19:55:45,2,1,Amsterdam,3.0,Bakery,Scone
